"","Participant.Private.ID","conditionText","contrast","absAngError","condition","contrastHigh","contrastMed","contrastLow"
"282",5647903,"blur","Medium",4.18252141520532,1,0,1,0
"283",5647903,"blur","Medium",5.4532353064554,1,0,1,0
"284",5647903,"blur","Low",20.4275549957725,1,0,0,1
"285",5647903,"blur","High",4.43282867939869,1,1,0,0
"286",5647903,"blur","High",3.81529354676688,1,1,0,0
"287",5647903,"blur","Low",2.76330331753571,1,0,0,1
"288",5647903,"blur","High",4.60015982608067,1,1,0,0
"289",5647903,"blur","High",4.64677085193117,1,1,0,0
"290",5647903,"blur","High",2.22573601919363,1,1,0,0
"291",5647903,"blur","Medium",1.57243042767335,1,0,1,0
"292",5647903,"blur","Low",18.2457425658951,1,0,0,1
"293",5647903,"blur","High",1.12330271407543,1,1,0,0
"294",5647903,"blur","Low",1.75425743410493,1,0,0,1
"295",5647903,"blur","Low",0.235271166382038,1,0,0,1
"296",5647903,"blur","High",4.38598512292654,1,1,0,0
"297",5647903,"blur","High",5.38479796475421,1,1,0,0
"298",5647903,"blur","Medium",4.80225703114765,1,0,1,0
"299",5647903,"blur","Medium",6.38013505195957,1,0,1,0
"300",5647903,"blur","Medium",5.21318613229182,1,0,1,0
"301",5647903,"blur","Medium",2.42756957232665,1,0,1,0
"302",5647903,"blur","Low",12.2612232444987,1,0,0,1
"303",5647903,"blur","Low",2.51105950016907,1,0,0,1
"304",5647903,"blur","High",0.674036897984505,1,1,0,0
"305",5647903,"blur","High",6.38013505195957,1,1,0,0
"306",5647903,"blur","Low",13.6900675259798,1,0,0,1
"307",5647903,"blur","Low",16.4275549957725,1,0,0,1
"308",5647903,"blur","Medium",5.01689347810002,1,0,1,0
"309",5647903,"blur","Low",4.91492695714787,1,0,0,1
"310",5647903,"blur","Low",0.690067525979785,1,0,0,1
"311",5647903,"blur","Medium",0.185925165709646,1,0,1,0
"312",5647903,"blur","Low",1.3478872801986,1,0,0,1
"313",5647903,"blur","Medium",0.898683620737992,1,0,1,0
"314",5647903,"blur","Medium",7.54513220677141,1,0,1,0
"315",5647903,"blur","High",0.857504222927234,1,1,0,0
"316",5647903,"blur","Low",0.224688179624502,1,0,0,1
"317",5647903,"blur","High",4.59612019215838,1,1,0,0
"318",5647903,"blur","High",3.1526687499947,1,1,0,0
"319",5647903,"blur","Low",7.7753118203755,1,0,0,1
"320",5647903,"blur","High",3.44003482817619,1,1,0,0
"321",5647903,"blur","Medium",0.4758214577137,1,0,1,0
"322",5647903,"blur","Medium",0.4758214577137,1,0,1,0
"323",5647903,"blur","High",1.24051991518721,1,1,0,0
"324",5647903,"blur","Medium",6.38013505195957,1,0,1,0
"325",5647903,"clear","High",6.18775413327191,0,1,0,0
"326",5647903,"clear","Low",0.898683620737992,0,0,0,1
"327",5647903,"clear","High",3.44003482817619,0,1,0,0
"328",5647903,"clear","Low",4.6335393365702,0,0,0,1
"329",5647903,"clear","High",0.449369448707963,0,1,0,0
"330",5647903,"clear","Low",5.57243042767335,0,0,0,1
"331",5647903,"clear","Medium",4.46088115496492,0,0,1,0
"332",5647903,"clear","Medium",5.4532353064554,0,0,1,0
"333",5647903,"clear","High",5.66557354074964,0,1,0,0
"334",5647903,"clear","Medium",0.600159826080674,0,0,1,0
"335",5647903,"clear","Medium",5.41296947487176,0,0,1,0
"336",5647903,"clear","High",4.38954033403478,0,1,0,0
"337",5647903,"clear","Medium",5.21318613229182,0,0,1,0
"338",5647903,"clear","Medium",5.56791518974325,0,0,1,0
"339",5647903,"clear","Medium",0.930955301972978,0,0,1,0
"340",5647903,"clear","Low",6.17819625000013,0,0,0,1
"341",5647903,"clear","Medium",0.633539336570199,0,0,1,0
"342",5647903,"clear","Medium",4.23527116638204,0,0,1,0
"343",5647903,"clear","High",5.01689347810002,0,1,0,0
"344",5647903,"clear","Low",15.0673498678984,0,0,0,1
"345",5647903,"clear","High",0.857504222927234,0,1,0,0
"346",5647903,"clear","Low",2.51105950016907,0,0,0,1
"347",5647903,"clear","High",0.930955301972978,0,1,0,0
"348",5647903,"clear","Low",1.52994870403914,0,0,0,1
"349",5647903,"clear","Low",0.224688179624502,0,0,0,1
"350",5647903,"clear","High",2.08909933809229,0,1,0,0
"351",5647903,"clear","Medium",1.79692527269597,0,0,1,0
"352",5647903,"clear","Medium",5.4532353064554,0,0,1,0
"353",5647903,"clear","Low",9.51188488348946,0,0,0,1
"354",5647903,"clear","Low",4.23281745752432,0,0,0,1
"355",5647903,"clear","High",1.3478872801986,0,1,0,0
"356",5647903,"clear","Low",6.64702074990675,0,0,0,1
"357",5647903,"clear","Medium",0.898683620737992,0,0,1,0
"358",5647903,"clear","Low",11.4400348281762,0,0,0,1
"359",5647903,"clear","High",5.01689347810002,0,1,0,0
"360",5647903,"clear","High",2.87719312315197,0,1,0,0
"361",5647903,"clear","Low",0.69550287742477,0,0,0,1
"362",5647903,"clear","Low",9.80140948635181,0,0,0,1
"363",5647903,"clear","Low",1.3478872801986,0,0,0,1
"364",5647903,"clear","Low",7.44003482817619,0,0,0,1
"365",5647903,"clear","High",0.449369448707963,0,1,0,0
"366",5647903,"clear","Low",17.8282878346129,0,0,0,1
"367",5647903,"clear","High",1.66557354074964,0,1,0,0
"368",5647903,"clear","Low",3.59032260213962,0,0,0,1
"369",5647903,"clear","High",4.27444113443946,0,1,0,0
"370",5647903,"clear","Medium",1.12330271407543,0,0,1,0
"371",5647903,"clear","Low",4.85750422292723,0,0,0,1
"372",5647903,"clear","Medium",3.52320902045962,0,0,1,0
"373",5647903,"clear","High",0.914926957147866,0,1,0,0
"374",5647903,"clear","High",0.0377106209771236,0,1,0,0
"375",5647903,"clear","Low",10.6470207499067,0,0,0,1
"376",5647903,"clear","High",4.81397721426377,0,1,0,0
"377",5647903,"clear","High",1.00794695540733,0,1,0,0
"378",5647903,"clear","High",0.449369448707963,0,1,0,0
"379",5647903,"clear","Medium",1.3057157101439,0,0,1,0
"380",5647903,"clear","Medium",1.06864320168417,0,0,1,0
"381",5647903,"clear","High",1.82180374999987,0,1,0,0
"382",5647903,"clear","Medium",2.63693075770683,0,0,1,0
"383",5647903,"clear","Medium",4.83210876235144,0,0,1,0
"384",5647903,"clear","High",4.80225703114765,0,1,0,0
"385",5647903,"clear","Medium",5.02245300224339,0,0,1,0
"386",5647903,"clear","Medium",0.0357107105347936,0,0,1,0
"387",5647903,"clear","High",5.80140948635181,0,1,0,0
"388",5647903,"clear","Medium",3.55063055129204,0,0,1,0
"389",5647903,"clear","Medium",1.3478872801986,0,0,1,0
"390",5647903,"clear","Low",2.70983680775693,0,0,0,1
"391",5647903,"clear","Medium",4.18252141520532,0,0,1,0
"392",5647903,"clear","High",3.33404127670978,0,1,0,0
"393",5647903,"clear","Low",3.7753118203755,0,0,0,1
"394",5647903,"clear","Low",1.21318613229182,0,0,0,1
"395",5647903,"clear","Medium",5.21318613229182,0,0,1,0
"396",5647903,"clear","Low",2.23249108070382,0,0,0,1
"397",5647903,"clear","Low",2.20307472730403,0,0,0,1
"398",5647903,"clear","Low",1.21318613229182,0,0,0,1
"399",5647903,"clear","High",1.21796957677863,0,1,0,0
"400",5647903,"clear","High",3.8386485121748,0,1,0,0
