Participant.Private.ID,condition,contrast,totAttempt,totCorrect,percCorrect
5704264,clear,2,9,9,1
5704264,clear,1,15,7,0.4666666666666667
5765743,blur,10,1,1,1
5765743,blur,9,2,2,1
5765743,blur,8,2,2,1
5765743,blur,7,2,1,0.5
5765743,blur,6,1,1,1
5765743,blur,5,1,1,1
5765743,blur,4,2,2,1
5765743,blur,3,10,10,1
5765743,blur,2,10,9,0.9
5765743,blur,1,9,1,0.1111111111111111
5765743,clear,10,1,1,1
5765743,clear,9,1,1,1
5765743,clear,8,1,1,1
5765743,clear,7,1,1,1
5765743,clear,6,1,1,1
5765743,clear,5,1,1,1
5765743,clear,4,1,1,1
5765743,clear,3,8,8,1
5765743,clear,2,8,8,1
5765743,clear,1,17,10,0.5882352941176471
5770699,blur,10,1,1,1
5770699,blur,9,2,2,1
5770699,blur,8,3,3,1
5770699,blur,7,6,5,0.8333333333333334
5770699,blur,6,7,6,0.8571428571428571
5770699,blur,5,8,5,0.625
5770699,blur,4,7,4,0.5714285714285714
5770699,blur,3,4,2,0.5
5770699,blur,2,2,0,0
5770699,clear,11,1,1,1
5770699,clear,10,2,2,1
5770699,clear,9,2,1,0.5
5770699,clear,8,1,1,1
5770699,clear,7,1,1,1
5770699,clear,6,1,1,1
5770699,clear,5,2,2,1
5770699,clear,4,7,7,1
5770699,clear,3,10,9,0.9
5770699,clear,2,9,4,0.4444444444444444
5770699,clear,1,4,0,0
5781722,blur,10,1,1,1
5781722,blur,9,1,1,1
5781722,blur,8,1,1,1
5781722,blur,7,1,1,1
5781722,blur,6,2,2,1
5781722,blur,5,4,4,1
5781722,blur,4,10,9,0.9
5781722,blur,3,10,8,0.8
5781722,blur,2,8,2,0.25
5781722,blur,1,2,0,0
5781722,clear,10,1,1,1
5781722,clear,9,1,1,1
5781722,clear,8,1,1,1
5781722,clear,7,1,1,1
5781722,clear,6,1,1,1
5781722,clear,5,3,3,1
5781722,clear,4,4,4,1
5781722,clear,3,11,9,0.8181818181818182
5781722,clear,2,9,8,0.8888888888888888
5781722,clear,1,8,0,0
5789390,blur,10,1,1,1
5789390,blur,9,1,1,1
5789390,blur,8,1,1,1
5789390,blur,7,1,1,1
5789390,blur,6,1,1,1
5789390,blur,5,1,1,1
5789390,blur,4,1,1,1
5789390,blur,3,7,7,1
5789390,blur,2,7,7,1
5789390,blur,1,19,13,0.6842105263157895
5789390,clear,10,1,1,1
5789390,clear,9,1,1,1
5789390,clear,8,1,1,1
5789390,clear,7,1,1,1
5789390,clear,6,1,1,1
5789390,clear,5,1,1,1
5789390,clear,4,1,1,1
5789390,clear,3,3,3,1
5789390,clear,2,3,3,1
5789390,clear,1,27,25,0.9259259259259259
5791526,blur,11,1,1,1
5791526,blur,10,2,2,1
5791526,blur,9,3,2,0.6666666666666666
5791526,blur,8,3,3,1
5791526,blur,7,4,3,0.75
5791526,blur,6,3,2,0.6666666666666666
5791526,blur,5,5,4,0.8
5791526,blur,4,6,6,1
5791526,blur,3,7,4,0.5714285714285714
5791526,blur,2,4,2,0.5
5791526,blur,1,2,0,0
5791526,clear,10,1,1,1
5791526,clear,9,1,1,1
5791526,clear,8,1,1,1
5791526,clear,7,1,1,1
5791526,clear,6,1,1,1
5791526,clear,5,2,2,1
5791526,clear,4,7,7,1
5791526,clear,3,11,10,0.9090909090909091
5791526,clear,2,10,5,0.5
5791526,clear,1,5,0,0
5792031,blur,10,1,1,1
5792031,blur,9,1,1,1
5792031,blur,8,1,1,1
5792031,blur,7,1,1,1
5792031,blur,6,1,1,1
5792031,blur,5,2,2,1
5792031,blur,4,4,4,1
5792031,blur,3,11,10,0.9090909090909091
5792031,blur,2,10,8,0.8
5792031,blur,1,8,0,0
5792031,clear,10,1,1,1
5792031,clear,9,1,1,1
5792031,clear,8,1,1,1
5792031,clear,7,1,1,1
5792031,clear,6,1,1,1
5792031,clear,5,2,2,1
5792031,clear,4,3,3,1
5792031,clear,3,11,10,0.9090909090909091
5792031,clear,2,10,8,0.8
5792031,clear,1,9,1,0.1111111111111111
5792635,blur,12,1,1,1
5792635,blur,11,1,1,1
5792635,blur,10,3,2,0.6666666666666666
5792635,blur,9,4,4,1
5792635,blur,8,5,4,0.8
5792635,blur,7,6,4,0.6666666666666666
5792635,blur,6,4,3,0.75
5792635,blur,5,7,5,0.7142857142857143
5792635,blur,4,5,5,1
5792635,blur,3,4,0,0
5792635,clear,10,1,1,1
5792635,clear,9,2,2,1
5792635,clear,8,4,4,1
5792635,clear,7,5,4,0.8
5792635,clear,6,6,4,0.6666666666666666
5792635,clear,5,6,5,0.8333333333333334
5792635,clear,4,7,5,0.7142857142857143
5792635,clear,3,5,3,0.6
5792635,clear,2,3,1,0.3333333333333333
5792635,clear,1,1,0,0
5793287,blur,10,1,1,1
5793287,blur,9,1,1,1
5793287,blur,8,1,1,1
5793287,blur,7,1,1,1
5793287,blur,6,2,2,1
5793287,blur,5,4,4,1
5793287,blur,4,7,6,0.8571428571428571
5793287,blur,3,10,8,0.8
5793287,blur,2,8,4,0.5
5793287,blur,1,5,1,0.2
5793287,clear,10,1,1,1
5793287,clear,9,1,1,1
5793287,clear,8,1,1,1
5793287,clear,7,1,1,1
5793287,clear,6,1,1,1
5793287,clear,5,1,1,1
5793287,clear,4,1,1,1
5793287,clear,3,9,9,1
5793287,clear,2,9,9,1
5793287,clear,1,15,7,0.4666666666666667
