"","Participant.Private.ID","condition","Reaction.Time","X.Coordinate","Y.Coordinate","video","midDistPx","angle2mid","contrast","offset","absOffset","angError","absAngError"
"3695",5371387,"clear",1047.79999999702,263,252,"90_16.mp4",-57,-12.6001598260807,"Low",-16,16,3.39984017391933,3.39984017391933
"3696",5371387,"clear",905.40000000596,421,253,"8right.mp4",101,21.6074502424536,"High",8,8,13.6074502424536,13.6074502424536
"3697",5371387,"clear",1648.79999999702,463,261,"90_0right.mp4",143,29.2830246012653,"Low",0,0,29.2830246012653,29.2830246012653
"3698",5371387,"clear",1874.79999999702,406,250,"8.mp4",86,18.6369307577068,"High",-8,8,26.6369307577068,26.6369307577068
"3699",5371387,"clear",768.40000000596,313,258,"90_12right.mp4",-7,-1.57243042767335,"Low",12,12,-13.5724304276734,13.5724304276734
"3700",5371387,"clear",1509.70000000298,387,258,"90_16right.mp4",67,14.7214409149781,"Low",16,16,-1.27855908502193,1.27855908502193
"3701",5371387,"clear",1198.40000000596,485,257,"20right.mp4",165,32.9052429229879,"High",20,20,12.9052429229879,12.9052429229879
"3702",5371387,"clear",1359.20000000298,509,257,"90_8right.mp4",189,36.5449723228225,"Low",8,8,28.5449723228225,28.5449723228225
"3703",5371387,"clear",1047.40000000596,265,255,"90_20.mp4",-55,-12.1714582085875,"Low",-20,20,7.82854179141253,7.82854179141253
"3704",5371387,"clear",826.90000000596,421,254,"16right.mp4",101,21.6074502424536,"High",16,16,5.6074502424536,5.6074502424536
"3705",5371387,"clear",1889.10000000894,481,258,"90_20right.mp4",161,32.2671898687908,"Low",20,20,12.2671898687908,12.2671898687908
"3706",5371387,"clear",1014.10000000894,364,251,"90_4right.mp4",44,9.78993109998637,"Low",4,4,5.78993109998637,5.78993109998637
"3707",5371387,"clear",924.20000000298,447,255,"50_16right.mp4",127,26.475104972297,"Medium",16,16,10.475104972297,10.475104972297
"3708",5371387,"clear",1105,315,254,"4.mp4",-5,-1.12330271407543,"High",-4,4,2.87669728592457,2.87669728592457
"3709",5371387,"clear",1293.29999999702,426,252,"16right.mp4",106,22.5719854776982,"High",16,16,6.57198547769821,6.57198547769821
"3710",5371387,"clear",738.20000000298,335,257,"90_0.mp4",15,3.3664606634298,"Low",0,0,3.3664606634298,3.3664606634298
"3711",5371387,"clear",1170,406,257,"12right.mp4",86,18.6369307577068,"High",12,12,6.63693075770683,6.63693075770683
