Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-3eqj,Randomise questionnaire elements?
2,1.64383E+12,02/02/2022 20:28,1.64383E+12,0,02/02/2022 20:28,62188,20,questionnaire-mq5s,,19106375,BLIND,5658787,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1425x821,,Debrief,6,173,No
3,1.64383E+12,02/02/2022 20:28,1.64383E+12,0,02/02/2022 20:28,62188,20,questionnaire-mq5s,,19106375,BLIND,5658787,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1425x821,,Debrief,6,173,No
1,1.64426E+12,07/02/2022 19:29,1.64426E+12,0,07/02/2022 19:29,62188,20,questionnaire-mq5s,,19253291,BLIND,5704264,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1536x864,,Debrief,6,193,No
2,1.64426E+12,07/02/2022 19:29,1.64426E+12,0,07/02/2022 19:29,62188,20,questionnaire-mq5s,,19253291,BLIND,5704264,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x864,,Debrief,6,193,No
3,1.64426E+12,07/02/2022 19:29,1.64426E+12,0,07/02/2022 19:29,62188,20,questionnaire-mq5s,,19253291,BLIND,5704264,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x864,,Debrief,6,193,No
1,1.64487E+12,14/02/2022 21:17,1.64487E+12,0,14/02/2022 21:17,62188,20,questionnaire-mq5s,,19445229,BLIND,5770699,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Debrief,6,173,No
2,1.64487E+12,14/02/2022 21:18,1.64487E+12,0,14/02/2022 21:18,62188,20,questionnaire-mq5s,,19445229,BLIND,5770699,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1425x821,,Debrief,6,173,No
3,1.64487E+12,14/02/2022 21:18,1.64487E+12,0,14/02/2022 21:18,62188,20,questionnaire-mq5s,,19445229,BLIND,5770699,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1425x821,,Debrief,6,173,No
1,1.64503E+12,16/02/2022 16:56,1.64503E+12,0,16/02/2022 16:56,62188,20,questionnaire-mq5s,,19502383,BLIND,5789390,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1536x864,,Debrief,6,168,No
2,1.64503E+12,16/02/2022 16:56,1.64503E+12,0,16/02/2022 16:56,62188,20,questionnaire-mq5s,,19502383,BLIND,5789390,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x864,,Debrief,6,168,No
3,1.64503E+12,16/02/2022 16:56,1.64503E+12,0,16/02/2022 16:56,62188,20,questionnaire-mq5s,,19502383,BLIND,5789390,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x864,,Debrief,6,168,No
1,1.64504E+12,16/02/2022 20:39,1.64504E+12,0,16/02/2022 20:39,62188,20,questionnaire-mq5s,,19512550,BLIND,5791526,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Debrief,6,188,No
2,1.64504E+12,16/02/2022 20:39,1.64504E+12,0,16/02/2022 20:39,62188,20,questionnaire-mq5s,,19512550,BLIND,5791526,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Debrief,6,188,No
3,1.64504E+12,16/02/2022 20:39,1.64504E+12,0,16/02/2022 20:39,62188,20,questionnaire-mq5s,,19512550,BLIND,5791526,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Debrief,6,188,No
1,1.64505E+12,16/02/2022 21:13,1.64505E+12,0,16/02/2022 21:13,62188,20,questionnaire-mq5s,,19514983,BLIND,5792031,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Debrief,6,188,No
2,1.64505E+12,16/02/2022 21:14,1.64505E+12,0,16/02/2022 21:14,62188,20,questionnaire-mq5s,,19514983,BLIND,5792031,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Debrief,6,188,No
3,1.64505E+12,16/02/2022 21:14,1.64505E+12,0,16/02/2022 21:14,62188,20,questionnaire-mq5s,,19514983,BLIND,5792031,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Debrief,6,188,No
1,1.64505E+12,16/02/2022 22:07,1.64505E+12,0,16/02/2022 22:07,62188,20,questionnaire-mq5s,,19517338,BLIND,5792635,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1536x864,,Debrief,6,183,No
2,1.64505E+12,16/02/2022 22:07,1.64505E+12,0,16/02/2022 22:07,62188,20,questionnaire-mq5s,,19517338,BLIND,5792635,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x864,,Debrief,6,183,No
3,1.64505E+12,16/02/2022 22:07,1.64505E+12,0,16/02/2022 22:07,62188,20,questionnaire-mq5s,,19517338,BLIND,5792635,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x864,,Debrief,6,183,No
1,1.64505E+12,16/02/2022 23:18,1.64505E+12,0,16/02/2022 23:18,62188,20,questionnaire-mq5s,,19519575,BLIND,5793287,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1536x864,,Debrief,6,178,No
2,1.64505E+12,16/02/2022 23:18,1.64505E+12,0,16/02/2022 23:18,62188,20,questionnaire-mq5s,,19519575,BLIND,5793287,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x864,,Debrief,6,178,No
3,1.64505E+12,16/02/2022 23:18,1.64505E+12,0,16/02/2022 23:18,62188,20,questionnaire-mq5s,,19519575,BLIND,5793287,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.82,1536x864,1519x864,,Debrief,6,178,No
1,1.64436E+12,08/02/2022 22:13,1.64436E+12,0,08/02/2022 22:13,62188,20,questionnaire-mq5s,,19292323,BLIND,5722070,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1536x864,,Debrief,6,173,No
2,1.64436E+12,08/02/2022 22:14,1.64436E+12,0,08/02/2022 22:14,62188,20,questionnaire-mq5s,,19292323,BLIND,5722070,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x864,,Debrief,6,173,No
3,1.64436E+12,08/02/2022 22:14,1.64436E+12,0,08/02/2022 22:14,62188,20,questionnaire-mq5s,,19292323,BLIND,5722070,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x864,,Debrief,6,173,No
1,1.64418E+12,06/02/2022 19:47,1.64418E+12,0,06/02/2022 19:46,62188,20,questionnaire-mq5s,,19218539,BLIND,5693659,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1536x864,,Debrief,6,157,No
2,1.64418E+12,06/02/2022 19:47,1.64418E+12,0,06/02/2022 19:47,62188,20,questionnaire-mq5s,,19218539,BLIND,5693659,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x864,,Debrief,6,157,No
3,1.64418E+12,06/02/2022 19:47,1.64418E+12,0,06/02/2022 19:47,62188,20,questionnaire-mq5s,,19218539,BLIND,5693659,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x864,,Debrief,6,157,No
1,1.64417E+12,06/02/2022 18:44,1.64417E+12,0,06/02/2022 18:43,62188,20,questionnaire-mq5s,,19217407,BLIND,5693459,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1536x864,,Debrief,6,188,No
2,1.64417E+12,06/02/2022 18:44,1.64417E+12,0,06/02/2022 18:44,62188,20,questionnaire-mq5s,,19217407,BLIND,5693459,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x864,,Debrief,6,188,No
3,1.64417E+12,06/02/2022 18:44,1.64417E+12,0,06/02/2022 18:44,62188,20,questionnaire-mq5s,,19217407,BLIND,5693459,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x864,,Debrief,6,188,No
1,1.64408E+12,05/02/2022 15:43,1.64408E+12,0,05/02/2022 15:43,62188,20,questionnaire-mq5s,,19197042,BLIND,5688378,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Debrief,6,163,No
2,1.64408E+12,05/02/2022 15:45,1.64408E+12,0,05/02/2022 15:45,62188,20,questionnaire-mq5s,,19197042,BLIND,5688378,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1425x821,,Debrief,6,163,No
3,1.64408E+12,05/02/2022 15:45,1.64408E+12,0,05/02/2022 15:45,62188,20,questionnaire-mq5s,,19197042,BLIND,5688378,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1425x821,,Debrief,6,163,No
1,1.64391E+12,03/02/2022 17:20,1.64391E+12,0,03/02/2022 17:20,62188,20,questionnaire-mq5s,,19140263,BLIND,5670717,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Debrief,6,168,No
2,1.64391E+12,03/02/2022 17:20,1.64391E+12,0,03/02/2022 17:20,62188,20,questionnaire-mq5s,,19140263,BLIND,5670717,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Debrief,6,168,No
3,1.64391E+12,03/02/2022 17:20,1.64391E+12,0,03/02/2022 17:20,62188,20,questionnaire-mq5s,,19140263,BLIND,5670717,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Debrief,6,168,No
1,1.6439E+12,03/02/2022 16:12,1.6439E+12,0,03/02/2022 16:12,62188,20,questionnaire-mq5s,,19137815,BLIND,5668370,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Debrief,6,163,No
