Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-3eqj,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER
3,1642959323817,23/01/2022 17:35:23,1642959324693,0,23/01/2022 17:35:24,62188,20,task-9sft,,18782782,BLIND,5558701,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Eye dominance,3,168,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,8098.899999976158,,,,,0,1,0,,,,,,video,
4,1642959325694,23/01/2022 17:35:25,1642959326545,0,23/01/2022 17:35:26,62188,20,task-9sft,,18782782,BLIND,5558701,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Eye dominance,3,168,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,1828.7999999523163,,,,,0,1,0,,,,,,instructions,
5,1642959328603,23/01/2022 17:35:28,1642959329482,0,23/01/2022 17:35:29,62188,20,task-9sft,,18782782,BLIND,5558701,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Eye dominance,3,168,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonB,response_button_text,2923.2999999523163,,,Right,1,0,1,0,,,,,,response,
6,1642959328693,23/01/2022 17:35:28,1642959329485,0,23/01/2022 17:35:29,62188,20,task-9sft,,18782782,BLIND,5558701,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Eye dominance,3,168,Spreadsheet1,,,END TASK,,,,,96545,,,,,0,1,0,,,,,,,
1,1642804137518,21/01/2022 22:28:57,1642804137372,0,21/01/2022 22:28:57,62188,20,task-9sft,,18746577,BLIND,5550506,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Eye dominance,3,157,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1642804151860,21/01/2022 22:29:11,1642804151756,0,21/01/2022 22:29:11,62188,20,task-9sft,,18746577,BLIND,5550506,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Eye dominance,3,157,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,14341.200000001118,,,,,0,1,0,,,,,,intro,
3,1642804190256,21/01/2022 22:29:50,1642804190072,0,21/01/2022 22:29:50,62188,20,task-9sft,,18746577,BLIND,5550506,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Eye dominance,3,157,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,38301.09999999963,,,,,0,1,0,,,,,,video,
4,1642804207449,21/01/2022 22:30:07,1642804207364,0,21/01/2022 22:30:07,62188,20,task-9sft,,18746577,BLIND,5550506,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Eye dominance,3,157,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,17281,,,,,0,1,0,,,,,,instructions,
5,1642804211389,21/01/2022 22:30:11,1642804211305,0,21/01/2022 22:30:11,62188,20,task-9sft,,18746577,BLIND,5550506,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Eye dominance,3,157,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonB,response_button_text,3927.7999999988824,,,Right,1,0,1,0,,,,,,response,
6,1642804211483,21/01/2022 22:30:11,1642804211308,0,21/01/2022 22:30:11,62188,20,task-9sft,,18746577,BLIND,5550506,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Eye dominance,3,157,Spreadsheet1,,,END TASK,,,,,73936,,,,,0,1,0,,,,,,,
1,1642797412678,21/01/2022 20:36:52,1642797412488,0,21/01/2022 20:36:52,62188,20,task-9sft,,18743730,BLIND,5549866,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Eye dominance,3,157,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1642797446222,21/01/2022 20:37:26,1642797446061,0,21/01/2022 20:37:26,62188,20,task-9sft,,18743730,BLIND,5549866,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Eye dominance,3,157,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,33524.799999999814,,,,,0,1,0,,,,,,intro,
3,1642797449205,21/01/2022 20:37:29,1642797448959,0,21/01/2022 20:37:28,62188,20,task-9sft,,18743730,BLIND,5549866,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Eye dominance,3,157,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,2880.7999999998137,,,,,0,1,0,,,,,,video,
4,1642797460866,21/01/2022 20:37:40,1642797460701,0,21/01/2022 20:37:40,62188,20,task-9sft,,18743730,BLIND,5549866,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Eye dominance,3,157,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,11731.599999999627,,,,,0,1,0,,,,,,instructions,
5,1642797465380,21/01/2022 20:37:45,1642797465204,0,21/01/2022 20:37:45,62188,20,task-9sft,,18743730,BLIND,5549866,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Eye dominance,3,157,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonA,response_button_text,4489.700000000186,,,Left,1,0,1,0,,,,,,response,
6,1642797465457,21/01/2022 20:37:45,1642797465207,0,21/01/2022 20:37:45,62188,20,task-9sft,,18743730,BLIND,5549866,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Eye dominance,3,157,Spreadsheet1,,,END TASK,,,,,52719,,,,,0,1,0,,,,,,,
1,1642765784595,21/01/2022 11:49:44,1642765784382,0,21/01/2022 11:49:44,62188,20,task-9sft,,18719870,BLIND,5540429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x727,,Eye dominance,3,152,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1642765827229,21/01/2022 11:50:27,1642765827061,0,21/01/2022 11:50:27,62188,20,task-9sft,,18719870,BLIND,5540429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x727,,Eye dominance,3,152,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,42633.5,,,,,0,1,0,,,,,,intro,
3,1642765955630,21/01/2022 11:52:35,1642765955469,0,21/01/2022 11:52:35,62188,20,task-9sft,,18719870,BLIND,5540429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x727,,Eye dominance,3,152,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,128389.69999999995,,,,,0,1,0,,,,,,video,
4,1642765962713,21/01/2022 11:52:42,1642765962551,0,21/01/2022 11:52:42,62188,20,task-9sft,,18719870,BLIND,5540429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x727,,Eye dominance,3,152,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,7070.199999999953,,,,,0,1,0,,,,,,instructions,
5,1642765964626,21/01/2022 11:52:44,1642765964466,0,21/01/2022 11:52:44,62188,20,task-9sft,,18719870,BLIND,5540429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x727,,Eye dominance,3,152,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonB,response_button_text,1901.9000000000233,,,Right,1,0,1,0,,,,,,response,
6,1642765964717,21/01/2022 11:52:44,1642765964469,0,21/01/2022 11:52:44,62188,20,task-9sft,,18719870,BLIND,5540429,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x727,,Eye dominance,3,152,Spreadsheet1,,,END TASK,,,,,180087,,,,,0,1,0,,,,,,,
1,1642699856663,20/01/2022 17:30:56,1642699856632,0,20/01/2022 17:30:56,62188,20,task-9sft,,18686596,BLIND,5532853,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.62,1280x720,1280x609,,Eye dominance,3,173,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1642699893649,20/01/2022 17:31:33,1642699893581,0,20/01/2022 17:31:33,62188,20,task-9sft,,18686596,BLIND,5532853,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.62,1280x720,1280x720,,Eye dominance,3,173,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,36902.60000002384,,,,,0,1,0,,,,,,intro,
3,1642699932423,20/01/2022 17:32:12,1642699932417,0,20/01/2022 17:32:12,62188,20,task-9sft,,18686596,BLIND,5532853,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.62,1280x720,1280x720,,Eye dominance,3,173,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,38801.89999997616,,,,,0,1,0,,,,,,video,
4,1642699937699,20/01/2022 17:32:17,1642699937698,0,20/01/2022 17:32:17,62188,20,task-9sft,,18686596,BLIND,5532853,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.62,1280x720,1280x720,,Eye dominance,3,173,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,5269.899999976158,,,,,0,1,0,,,,,,instructions,
5,1642699940816,20/01/2022 17:32:20,1642699940807,0,20/01/2022 17:32:20,62188,20,task-9sft,,18686596,BLIND,5532853,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.62,1280x720,1280x720,,Eye dominance,3,173,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonB,response_button_text,3095.5,,,Right,1,0,1,0,,,,,,response,
6,1642699940963,20/01/2022 17:32:20,1642699940815,0,20/01/2022 17:32:20,62188,20,task-9sft,,18686596,BLIND,5532853,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.62,1280x720,1280x720,,Eye dominance,3,173,Spreadsheet1,,,END TASK,,,,,84184,,,,,0,1,0,,,,,,,
1,1642542164850,18/01/2022 21:42:44,1642542164671,0,18/01/2022 21:42:44,62188,20,task-9sft,,18625004,BLIND,5512597,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.62,1280x720,1280x720,,Eye dominance,3,163,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1642542180335,18/01/2022 21:43:00,1642542180184,0,18/01/2022 21:43:00,62188,20,task-9sft,,18625004,BLIND,5512597,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.62,1280x720,1280x720,,Eye dominance,3,163,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,15462.5,,,,,0,1,0,,,,,,intro,
3,1642542212189,18/01/2022 21:43:32,1642542212053,0,18/01/2022 21:43:32,62188,20,task-9sft,,18625004,BLIND,5512597,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.62,1280x720,1280x720,,Eye dominance,3,163,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,31844.899999976158,,,,,0,1,0,,,,,,video,
4,1642542243213,18/01/2022 21:44:03,1642542243070,0,18/01/2022 21:44:03,62188,20,task-9sft,,18625004,BLIND,5512597,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.62,1280x720,1280x720,,Eye dominance,3,163,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,30994.700000047684,,,,,0,1,0,,,,,,instructions,
5,1642542250238,18/01/2022 21:44:10,1642542250121,0,18/01/2022 21:44:10,62188,20,task-9sft,,18625004,BLIND,5512597,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.62,1280x720,1280x720,,Eye dominance,3,163,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonA,response_button_text,7038.400000095367,,,Left,1,0,1,0,,,,,,response,
6,1642542250292,18/01/2022 21:44:10,1642542250130,0,18/01/2022 21:44:10,62188,20,task-9sft,,18625004,BLIND,5512597,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.62,1280x720,1280x720,,Eye dominance,3,163,Spreadsheet1,,,END TASK,,,,,85459,,,,,0,1,0,,,,,,,
1,1642536573205,18/01/2022 20:09:33,1642536573052,0,18/01/2022 20:09:33,62188,20,task-9sft,,18622638,BLIND,5511959,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.62,1280x720,1280x720,,Eye dominance,3,178,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1642536597384,18/01/2022 20:09:57,1642536597265,0,18/01/2022 20:09:57,62188,20,task-9sft,,18622638,BLIND,5511959,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.62,1280x720,1280x720,,Eye dominance,3,178,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,24166.799999952316,,,,,0,1,0,,,,,,intro,
3,1642536642537,18/01/2022 20:10:42,1642536642399,0,18/01/2022 20:10:42,62188,20,task-9sft,,18622638,BLIND,5511959,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.62,1280x720,1280x720,,Eye dominance,3,178,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,45113.60000002384,,,,,0,1,0,,,,,,video,
4,1642536682654,18/01/2022 20:11:22,1642536682527,0,18/01/2022 20:11:22,62188,20,task-9sft,,18622638,BLIND,5511959,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.62,1280x720,1280x720,,Eye dominance,3,178,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,40114.40000009537,,,,,0,1,0,,,,,,instructions,
5,1642536685426,18/01/2022 20:11:25,1642536685319,0,18/01/2022 20:11:25,62188,20,task-9sft,,18622638,BLIND,5511959,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.62,1280x720,1280x720,,Eye dominance,3,178,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonA,response_button_text,2778.100000023842,,,Left,1,0,1,0,,,,,,response,
6,1642536685567,18/01/2022 20:11:25,1642536685330,0,18/01/2022 20:11:25,62188,20,task-9sft,,18622638,BLIND,5511959,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.62,1280x720,1280x720,,Eye dominance,3,178,Spreadsheet1,,,END TASK,,,,,112278,,,,,0,1,0,,,,,,,
1,1642533520846,18/01/2022 19:18:40,1642533520702,0,18/01/2022 19:18:40,62188,20,task-9sft,,18618949,BLIND,5511369,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.62,1280x720,1280x720,,Eye dominance,3,168,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1642533528982,18/01/2022 19:18:48,1642533528881,0,18/01/2022 19:18:48,62188,20,task-9sft,,18618949,BLIND,5511369,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.62,1280x720,1280x720,,Eye dominance,3,168,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,8129.399999976158,,,,,0,1,0,,,,,,intro,
3,1642533580958,18/01/2022 19:19:40,1642533580858,0,18/01/2022 19:19:40,62188,20,task-9sft,,18618949,BLIND,5511369,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.62,1280x720,1280x720,,Eye dominance,3,168,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,51960.39999997616,,,,,0,1,0,,,,,,video,
4,1642533586885,18/01/2022 19:19:46,1642533586775,0,18/01/2022 19:19:46,62188,20,task-9sft,,18618949,BLIND,5511369,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.62,1280x720,1280x720,,Eye dominance,3,168,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,5888.300000071526,,,,,0,1,0,,,,,,instructions,
5,1642533590462,18/01/2022 19:19:50,1642533590374,0,18/01/2022 19:19:50,62188,20,task-9sft,,18618949,BLIND,5511369,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.62,1280x720,1280x720,,Eye dominance,3,168,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonA,response_button_text,3584.6999999284744,,,Left,1,0,1,0,,,,,,response,
6,1642533590537,18/01/2022 19:19:50,1642533590380,0,18/01/2022 19:19:50,62188,20,task-9sft,,18618949,BLIND,5511369,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.62,1280x720,1280x720,,Eye dominance,3,168,Spreadsheet1,,,END TASK,,,,,69679,,,,,0,1,0,,,,,,,
1,1642526491072,18/01/2022 17:21:31,1642526490947,0,18/01/2022 17:21:30,62188,20,task-9sft,,18606058,BLIND,5508881,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.62,1280x720,1280x720,,Eye dominance,3,183,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1642526500958,18/01/2022 17:21:40,1642526500854,0,18/01/2022 17:21:40,62188,20,task-9sft,,18606058,BLIND,5508881,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.62,1280x720,1280x720,,Eye dominance,3,183,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,9850.200000047684,,,,,0,1,0,,,,,,intro,
3,1642526533848,18/01/2022 17:22:13,1642526533761,0,18/01/2022 17:22:13,62188,20,task-9sft,,18606058,BLIND,5508881,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.62,1280x720,1280x720,,Eye dominance,3,183,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,32872.39999997616,,,,,0,1,0,,,,,,video,
4,1642526548401,18/01/2022 17:22:28,1642526548338,0,18/01/2022 17:22:28,62188,20,task-9sft,,18606058,BLIND,5508881,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.62,1280x720,1280x720,,Eye dominance,3,183,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,14549.699999928474,,,,,0,1,0,,,,,,instructions,
5,1642526550072,18/01/2022 17:22:30,1642526549990,0,18/01/2022 17:22:29,62188,20,task-9sft,,18606058,BLIND,5508881,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.62,1280x720,1280x720,,Eye dominance,3,183,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonB,response_button_text,1638.5999999046326,,,Right,1,0,1,0,,,,,,response,
6,1642526550124,18/01/2022 17:22:30,1642526549993,0,18/01/2022 17:22:29,62188,20,task-9sft,,18606058,BLIND,5508881,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.62,1280x720,1280x720,,Eye dominance,3,183,Spreadsheet1,,,END TASK,,,,,59046,,,,,0,1,0,,,,,,,
1,1642512547031,18/01/2022 13:29:07,1642512546915,0,18/01/2022 13:29:06,62188,20,task-9sft,,18593768,BLIND,5504684,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.62,1280x720,1280x720,,Eye dominance,3,152,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1642512549064,18/01/2022 13:29:09,1642512549008,0,18/01/2022 13:29:09,62188,20,task-9sft,,18593768,BLIND,5504684,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.62,1280x720,1280x720,,Eye dominance,3,152,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,2042,,,,,0,1,0,,,,,,intro,
